ID,Reference,refyear,OriginalTitle,FrenchTitle,EnglishTitle,CommitteDecisionDate,kind,Genre,support,SecretariatDecision,firstfilm,secondfilm,budget,reason,Director,key,AnnouncedAmount,CoproducerId,country1,countryname1_english,percentage_participation,contributor_rank,majmin,lumieres_id,lumieres_title,lumieres_matching_title,lumieres_directors,lumieres_prod_year,lumieres_relevance,lumieres_admissions,imdb_id,imdb_ratings,imdb_nbvotes
579,07-061-F,2007,3 Sezony V Pekle,,,,Fiction,,Inelegible,Withdrawal Producer,1,0,2931356.0,,['Tomas Masin'],579,"[705882.0, 1887785.0, 337689.0]","[16209, 16967, 17457]","['DE ', 'CZ ', 'SK ']","['Germany', 'Czech Republic', 'Slovakia']","[0.2408, 0.644, 0.1152]","[2, 1, 3]","['Minority', 'Majority', 'Minority']",33336,3 sezóny v pekle,3 sezóny v pekle,Tomás Masín,2009,0.95,130291,tt1305837,6.4,424
580,07-062-F,2007,Kid & Killer,,,,Fiction,,Inelegible,Withdrawal Producer,0,0,1399882.0,,['Hannu Salonen'],580,"[633796.0, 140744.0, 625342.0]","[12435, 15198, 16969]","['EE ', 'FI ', 'DE ']","['Estonia', 'Finland', 'Germany']","[0.45275, 0.10054, 0.44671]","[1, 3, 2]","['Majority', 'Minority', 'Minority']",33721,Vasha,Kid & Killer,Hannu Salonen,2009,1.0,3634,tt1206482,5.7,190
581,07-063-F,2007,Alarm,L'Alarme,,2007-07-03,Fiction,,Rejected,Eligible,0,0,1479285.0,,['Gerard Stembridge'],581,"[302283.0, 1177002.0]","[16361, 16970]","['SE ', 'IE ']","['Sweden', 'Ireland']","[0.20434, 0.79566]","[2, 1]","['Minority', 'Majority']",40584,The Knot,Party Alarm - Geheiratet wird später,Jesse Lawrence,2012,0.95,10361,tt1877797,4.4,979
582,07-064-F,2007,Frost,,The Frost,2007-07-03,Fiction,,Inelegible,Withdrawal Producer,1,0,2289658.0,,['Ferran Audi'],582,"[1432409.0, 857249.0]","[16972, 16973]","['ES ', 'NO ']","['Spain', 'Norway']","[0.6256, 0.3744]","[1, 2]","['Majority', 'Minority']",31571,The Frost,The Frost,"Ferran Audi Cendros, Ferran Audí",2008,0.95,34519,tt0879403,5.0,171
583,07-065-F,2007,Moja Porodica,,My family,,Fiction,,Inelegible,Withdrawal Producer,1,0,1225551.0,,['Tanja Brzakovic'],583,"[611914.0, 613637.0]","[11934, 16975]","['RS ', 'DE ']","['Serbia', 'Germany']","[0.4993, 0.5007]","[2, 1]","['Minority', 'Majority']",40853,Türkisch für Anfänger,Family Mix,Bora Dagtekin,2012,0.76,2687290,tt1650536,5.8,9487
584,07-066-F,2007,Home,,,2007-07-03,Fiction,,Supported,Eligible,1,0,5503797.0,,['Ursula Meier'],584,"[2505482.0, 1914658.0, 1092357.0]","[23, 12506, 12519]","['FR ', 'CH ', 'BE ']","['France', 'Switzerland', 'Belgium']","[0.45523, 0.34788, 0.19847]","[1, 2, 3]","['Majority', 'Minority', 'Minority']",30191,Home,Home,Ursula Meier,2008,1.0,290302,tt1319569,6.9,5043
585,07-067-F,2007,Mapas,,Road Maps,,Fiction,,Inelegible,Withdrawal Secretariat,0,0,2250000.0,,['Miguel Angel Calvo Buttini'],585,"[1575000.0, 450000.0, 225000.0]","[12443, 16979, 17050]","['ES ', 'PT ', 'LT ']","['Spain', 'Portugal', 'Lithuania']","[0.7, 0.2, 0.1]","[1, 2, 3]","['Majority', 'Minority', 'Minority']",39826,Mami Blue,Mapas,Miguel Ángel Calvo Buttini,2010,1.0,39686,tt1530498,5.3,57
586,07-068-F,2007,Un Novio Para Yasmina,Un fiancé pour Yasmina,,2007-07-03,Fiction,,Rejected,Eligible,1,0,893705.0,,['Irene Cardona'],586,"[178725.0, 714980.0]","[14282, 16981]","['PT ', 'ES ']","['Portugal', 'Spain']","[0.19998, 0.80002]","[2, 1]","['Minority', 'Majority']",31945,Un Novio Para Yasmina,Un Novio Para Yasmina,Irene Cardona,2008,1.0,46749,tt1201094,7.4,70
587,07-069-F,2007,Un Barrage contre le Pacifique,,The Sea Wall,2007-07-03,Fiction,,Rejected,Eligible,0,0,6387232.0,,['Rithy Panh'],587,"[1114534.0, 5272698.0]","[16380, 16982]","['BE ', 'FR ']","['Belgium', 'France']","[0.17449, 0.82551]","[2, 1]","['Minority', 'Majority']",31649,Un barrage contre le Pacifique,The Sea Wall,Rithy Panh,2008,1.0,204395,tt0931285,6.1,873
588,07-070-F,2007,Sveti Georgije Ubiva Azdahu,,Saint George Kills the Dragon,2007-07-03,Fiction,,Supported,Eligible,0,0,4048320.0,,['Srdjan Dragojevic'],588,"[404832.0, 2671891.0, 971597.0]","[15624, 16983, 16984]","['BG ', 'RS ', 'BA ']","['Bulgaria', 'Serbia', 'Bosnia-Herzegovina']","[0.1, 0.66, 0.24]","[3, 1, 2]","['Minority', 'Majority', 'Minority']",33663,Sveti Georgije ubiva azdahu,Sveti Georgije ubiva azdahu,Srdjan Dragojevic,2009,1.0,1610,tt0906083,6.4,1888
589,07-071-F,2007,Le Chanteur,,The Singer,,Fiction,,Inelegible,Withdrawal Producer,0,0,1365304.0,,['Kassem Hawal'],589,"[955713.0, 409591.0]","[16986, 16987]","['FR ', 'DE ']","['France', 'Germany']","[0.7, 0.3]","[1, 2]","['Majority', 'Minority']",30414,Valkyrie,Untitled Bryan Singer Thriller,Bryan Singer,2008,0.78,6705168,tt0985699,7.1,260380
590,07-072-F,2007,Les enfants de Timpelbach,,Trouble at Timpetill,2007-07-03,Fiction,,Supported,Eligible,1,0,13154113.0,,['Nicolas Bary'],590,"[1562560.0, 4346480.0, 7245073.0]","[12484, 16380, 16989]","['LU ', 'BE ', 'FR ']","['Luxembourg', 'Belgium', 'France']","[0.11879, 0.33043, 0.55078]","[3, 2, 1]","['Minority', 'Minority', 'Majority']",30104,Les Enfants de Timpelbach,Les Enfants de Timpelbach,Nicolas Bary,2008,1.0,1293534,tt0953382,5.8,1119
592,07-074-F,2007,Flores Negras,,Black Flowers,,Fiction,,Inelegible,Withdrawal Producer,0,0,3122000.0,,['David Carreras'],592,"[1048664.0, 2073336.0]","[11420, 16911]","['AT ', 'ES ']","['Austria', 'Spain']","[0.33589, 0.66411]","[2, 1]","['Minority', 'Majority']",34047,Flores negras,Flores negras,David Carreras,2009,1.0,31577,tt1249368,4.8,243
594,07-076-F,2007,"Winzig, der Elefant",,"Tiny, the elephant",2007-07-03,Animation,,Inelegible,Withdrawal Producer,0,0,3300000.0,,"['Norbert Lechner', 'Joanna Zacharzewska', 'Jürgen Richter']",594,"[1350000.0, 600000.0, 1350000.0]","[16999, 17001, 17064]","['DE ', 'AT ', 'PL ']","['Germany', 'Austria', 'Poland']","[0.40909, 0.18182, 0.40909]","[1, 3, 2]","['Majority', 'Minority', 'Minority']",40898,Tom und Hacke,Tom und Hacke,Norbert Lechner,2012,1.0,80371,tt2200376,5.9,127
595,07-077-F,2007,Josefova cesta,,Joseph's Journey,2007-07-03,Fiction,,Rejected,Eligible,0,0,564499.0,,['Ivo Trajkov'],595,"[450258.0, 114241.0]","[17003, 17004]","['CZ ', 'MK ']","['Czech Republic', 'North Macedonia']","[0.79762, 0.20238]","[1, 2]","['Majority', 'Minority']",337116,Piargy,Piargy,Ivo Trajkov,2022,1.0,17819,tt11790238,7.2,152
596,07-078-F,2007,Mamma Mu och Krakan,,,2007-07-03,Animation,,Inelegible,Withdrawal Producer,1,0,2304058.0,,['Igor Veyshtagin'],596,"[1829058.0, 475000.0]","[12720, 17006]","['SE ', 'HU ']","['Sweden', 'Hungary']","[0.79384, 0.20616]","[1, 2]","['Majority', 'Minority']",372155,"Nu, pogodi! Kanikuly","Nu, pogodi! Kanikuly","Maksim Volkov, Aleksey Ignatov, Elena Polyakova, Andrey Zhidkov, Nikolay Grebennikov, Nikita Zubkov, Jay Lender, Igor Veyshtagin",2021,1.0,3949,tt27796936,3.6,13
597,07-079-F,2007,Ne pries ir ne po / Lisabona nulis du,,Not Before and Not After / Lisbon Zero Two,2007-07-03,Fiction,,Rejected,Eligible,0,0,1200000.0,,['Sharunas Bartas'],597,"[480000.0, 720000.0]","[14364, 17007]","['FR ', 'LT ']","['France', 'Lithuania']","[0.4, 0.6]","[2, 1]","['Minority', 'Majority']",89735,Au Crépuscule (In the Dusk),Au Crépuscule (In the Dusk),Sharunas Bartas,2019,1.0,17873,tt9799640,6.1,361
598,07-080-F,2007,John Rabe,,,,Fiction,,Inelegible,Withdrawal Producer,0,0,14651318.0,,['Florian Gallenberger'],598,"[11332633.0, 3318685.0]","[17009, 17010]","['DE ', 'FR ']","['Germany', 'France']","[0.77349, 0.22651]","[1, 2]","['Majority', 'Minority']",31751,John Rabe,John Rabe,Florian Gallenberger,2009,1.0,214009,tt1124377,7.2,6754
599,07-081-F,2007,Mazie Laupitaji,,Little Robbers,2007-07-03,Fiction,,Rejected,Eligible,1,0,1396698.0,,['Ivo Kalpenieks'],599,"[1064604.0, 332094.0]","[17013, 17052]","['LV ', 'AT ']","['Latvia', 'Austria']","[0.76223, 0.23777]","[1, 2]","['Majority', 'Minority']",33805,Mazie Laupītāji,Mazie Laupītāji,Armands Zvirbulis,2009,0.95,41143,tt1261910,6.1,196
600,07-082-F,2007,Der Räuber,Le Braqueur,The Robber,,Fiction,,Inelegible,Withdrawal Producer,0,0,2808968.0,,['Benjamin Heisenberg'],600,"[1966235.0, 842733.0]","[17016, 17017]","['AT ', 'DE ']","['Austria', 'Germany']","[0.69998, 0.30002]","[1, 2]","['Majority', 'Minority']",35488,Der Räuber,Der Räuber,Benjamin Heisenberg,2010,1.0,47312,tt1339161,6.7,4636
602,07-084-F,2007,Alive !,,,2007-07-03,Fiction,,Rejected,Eligible,0,0,1339720.0,,['Artan Minarolli'],602,"[410000.0, 337120.0, 200000.0, 392600.0]","[8, 16907, 17023, 17024]","['FR ', 'AT ', 'NL ', 'AL ']","['France', 'Austria', 'Netherlands', 'Albania']","[0.30603, 0.25163, 0.14928, 0.29305]","[1, 3, 4, 2]","['Majority', 'Minority', 'Minority', 'Minority']",36239,Gjallë,Alive!,Artan Minarolli,2009,0.95,1868,tt1517148,6.7,248
603,07-085-F,2007,Corte do Norte,La Cour du Nord,,,Fiction,,Inelegible,Withdrawal Producer,0,0,2087543.0,,['Joao Botelho'],603,"[417509.0, 1670034.0]","[349, 14849]","['CH ', 'PT ']","['Switzerland', 'Portugal']","[0.2, 0.8]","[2, 1]","['Minority', 'Majority']",33545,A Corte Do Norte,A Corte Do Norte,João Botelho,2008,0.95,2979,tt1029227,6.1,119
604,07-086-F,2007,Faubourg 36,,Paris 36,2007-07-01,Fiction,,Supported,Eligible,0,0,28000000.0,,['Christophe Barratier'],604,"[5600000.0, 19600000.0, 2800000.0]","[12427, 17026, 17027]","['DE ', 'FR ', 'CZ ']","['Germany', 'France', 'Czech Republic']","[0.2, 0.7, 0.1]","[2, 1, 3]","['Minority', 'Majority', 'Minority']",30048,Faubourg 36,París 36,Christophe Barratier,2008,0.95,1540801,tt0948535,6.5,2938
605,07-087-F,2007,Pluto Malé Oslavy,,Pluto/Small Celebrations,2007-07-03,Fiction,,Supported,Eligible,0,0,997076.0,,['Zdenek Tyc'],605,"[512456.0, 99708.0, 384912.0]","[12, 14124, 17029]","['SK ', 'IT ', 'CZ ']","['Slovakia', 'Italy', 'Czech Republic']","[0.51396, 0.1, 0.38604]","[1, 3, 2]","['Majority', 'Minority', 'Minority']",30798,Malé oslavy,Small Celebrations,Zdenek Tyc,2008,0.95,9337,tt1328628,4.5,24
606,07-088-F,2007,Secret Défense,,,2007-07-03,Fiction,,Rejected,Eligible,0,0,11152643.0,,['Philippe Haim'],606,"[2007476.0, 9145167.0]","[173, 14500]","['BE ', 'FR ']","['Belgium', 'France']","[0.18, 0.82]","[2, 1]","['Minority', 'Majority']",30121,Secret défense,Secret défense,Philippe Haïm,2008,1.0,339096,tt1003052,6.3,3747
607,07-089-F,2007,Le Silence de Lorna,,Lorna's Silence,2007-07-03,Fiction,,Supported,Eligible,0,0,3991427.0,,['Jean-Pierre et Luc Dardenne'],607,"[1556656.0, 2035628.0, 399143.0]","[23, 190, 11912]","['FR ', 'BE ', 'IT ']","['France', 'Belgium', 'Italy']","[0.39, 0.51, 0.1]","[2, 1, 3]","['Minority', 'Majority', 'Minority']",30118,Le Silence de Lorna,Le Silence de Lorna,"Jean-Pierre Dardenne, Luc Dardenne",2008,0.85,660891,tt1186369,7.1,9187
608,07-090-F,2007,Elève Libre,,Private Lessons,2007-07-03,Fiction,,Supported,Eligible,0,0,2100000.0,,['Joachim Lafosse'],608,"[630000.0, 1470000.0]","[204, 353]","['FR ', 'BE ']","['France', 'Belgium']","[0.3, 0.7]","[2, 1]","['Minority', 'Majority']",31748,Elève libre,Elève libre,Joachim Lafosse,2008,1.0,17766,tt1226334,6.2,1045
609,07-091-F,2007,Mammoth,,Love away,2007-07-03,Fiction,,Supported,Eligible,0,0,6884089.0,,['Lukas Moodysson'],609,"[738211.0, 5167478.0, 1476422.0]","[370, 17034, 17051]","['DK ', 'SE ', 'DE ']","['Denmark', 'Sweden', 'Germany']","[0.10723, 0.75064, 0.21447]","[6, 1, 3]","['Minority', 'Majority', 'Minority']",32970,Mammoth,Mammoth,Lukas Moodysson,2009,1.0,243410,tt1038043,6.8,10506
610,07-092-F,2007,Happy Ever Afters,,,,Fiction,,Inelegible,Withdrawal Producer,1,0,2345000.0,,['Stephen Burke'],610,"[510024.0, 1834976.0]","[16366, 17036]","['DE ', 'IE ']","['Germany', 'Ireland']","[0.21749, 0.78251]","[2, 1]","['Minority', 'Majority']",32522,Happy Ever Afters,Happy Ever Afters,Stephen Burke,2009,1.0,24310,tt1324053,5.6,1046
611,07-093-C,2007,La Vida Loca Made in Usa,,,2007-07-03,Documentary,,Supported,Eligible,1,0,1198396.0,,['Christian Poveda'],611,"[419384.0, 419384.0, 359628.0]","[15326, 17038, 18359]","['ES ', 'FR ', 'MX ']","['Spain', 'France', 'Mexico']","[0.34995, 0.34995, 0.30009]","[2, 1, 3]","['Minority', 'Majority', 'Minority']",31593,La vida loca,La vida loca made in USA,Christian Poveda,2008,1.0,117586,tt1305890,6.8,951
612,07-094-F,2007,Les Grandes Personnes,,Grown Ups,2007-07-03,Fiction,,Supported,Eligible,1,0,1794490.0,,['Anna Novion'],612,"[1256143.0, 538347.0]","[17041, 17042]","['FR ', 'SE ']","['France', 'Sweden']","[0.7, 0.3]","[1, 2]","['Majority', 'Minority']",30169,Les Grandes personnes,Grown Ups,Anne Novion,2008,1.0,173908,tt1087851,5.9,656
613,07-095-F,2007,De Brief voor de Koning,,The Letter for the King,2007-07-03,Fiction,,Rejected,Eligible,0,0,7514003.0,,['Pieter Verhoeff'],613,"[5720815.0, 1793188.0]","[17043, 17044]","['NL ', 'DE ']","['Netherlands', 'Germany']","[0.76135, 0.23865]","[1, 2]","['Majority', 'Minority']",30535,De Brief voor de koning,De Brief voor de koning,Pieter Verhoeff,2008,1.0,353557,tt0490377,5.9,1527
614,07-096-F,2007,9 MM,,,2007-07-03,Fiction,,Rejected,Eligible,0,0,1807707.0,,['Taylan Barman'],614,"[1437707.0, 370000.0]","[296, 17046]","['BE ', 'FR ']","['Belgium', 'France']","[0.79532, 0.20468]","[1, 2]","['Majority', 'Minority']",31534,9mm,9mm,Taylan Barman,2008,1.0,1347,tt1185231,6.4,71
615,07-097-F,2007,Aquele Querido Mes De Agosto,Ce cher mois d'août,,,Fiction,,Inelegible,Ineligible,0,0,1035809.0,,['Miguel Gomes'],615,"[213759.0, 822050.0]","[13875, 17049]","['FR ', 'PT ']","['France', 'Portugal']","[0.20637, 0.79363]","[2, 1]","['Minority', 'Majority']",31512,Aquele Querido Mês De Agosto,Ce cher mois d'août,Miguel Gomes,2008,1.0,33616,tt1081929,6.9,1838
616,07-098-F,2007,El Juego del ahorcado,,The Hanged Man,2007-07-03,Fiction,,Rejected,Eligible,0,0,3784464.0,,['Manuel Gomez Pereira'],616,"[3053514.0, 730950.0]","[16910, 16912]","['ES ', 'IE ']","['Spain', 'Ireland']","[0.80686, 0.19314]","[1, 2]","['Majority', 'Minority']",31575,El juego del ahorcado,El juego del ahorcado,Manuel Gómez Pereira,2008,1.0,69090,tt0765461,5.9,762
617,07-099-F,2007,Europolis,,,2007-07-03,Fiction,,Supported,Eligible,1,0,1087283.0,,['Corneliu Gheorghita'],617,"[761098.0, 326185.0]","[16890, 16891]","['RO ', 'FR ']","['Romania', 'France']","[0.7, 0.3]","[1, 2]","['Majority', 'Minority']",32159,Europolis,Europolis,Cornel Gheorghita,2009,1.0,4774,tt1439226,6.0,136
619,07-101-F,2007,"En, Te, Ök",Liasons Ordinaires,Ordinary Affairs,2007-07-01,Fiction,,Inelegible,Withdrawal Producer,0,0,2517631.0,,['Jozsef Pacskovszky'],619,"[1321881.0, 642125.0, 553625.0]","[14458, 16902, 16903]","['HU ', 'DE ', 'FR ']","['Hungary', 'Germany', 'France']","[0.52505, 0.25505, 0.2199]","[1, 2, 3]","['Majority', 'Minority', 'Minority']",74990,A tökéletes gyilkos,A tökéletes gyilkos,József Pacskovszky,2017,1.0,3965,tt6614914,5.1,246
620,07-102-F,2007,Tiere,,,2007-07-03,Fiction,,Inelegible,Withdrawal Producer,0,0,1808508.0,,['Jorg Kalt'],620,"[1201352.0, 607156.0]","[69, 15147]","['AT ', 'CH ']","['Austria', 'Switzerland']","[0.66428, 0.33572]","[1, 2]","['Majority', 'Minority']",75146,Tiere,Tiere,Greg Zglinski,2017,1.0,8408,tt6510634,6.6,725
621,07-103-F,2007,Ve göz,,The Eyes,2007-07-03,Fiction,,Rejected,Eligible,0,0,1732563.0,,['Nihat Seven'],621,"[1033707.0, 351366.0, 347490.0]","[16574, 16575, 16576]","['TR ', 'HU ', 'UK ']","['Türkiye', 'Hungary', 'United Kingdom']","[0.59663, 0.2028, 0.20056]","[1, 2, 3]","['Majority', 'Minority', 'Minority']",47337,Little Happiness,Little Happiness,Nihat Seven,2014,1.0,611,tt2717162,5.7,51
622,07-104-F,2007,Clown,,,,Fiction,,Inelegible,Withdrawal Producer,1,0,2391968.0,,['Marco Pontecorvo'],622,"[1913575.0, 478393.0]","[12481, 16289]","['IT ', 'FR ']","['Italy', 'France']","[0.8, 0.2]","[1, 2]","['Majority', 'Minority']",30645,Pa-ra-da,Clown,Marco Pontecorvo,2008,1.0,50763,tt1099226,7.0,311
623,07-105-F,2007,J.A.C.E. - Just another confused Elephant,,J.A.C.E. - Just another confused Elephant,2007-07-03,Fiction,,Supported,Eligible,0,0,1798196.0,,['Menelaos Karamaghiolis'],623,"[194205.0, 214206.43, 1444843.34, 214206.43, 226806.8]","[14849, 15313, 16894, 16896, 29968]","['PT ', 'TR ', 'GR ', 'MK ', 'PT ']","['Portugal', 'Türkiye', 'Greece', 'North Macedonia', 'Portugal']","[0.108, 0.11912, 0.8035, 0.11912, 0.12613]","[5, 4, 1, 4, 3]","['Minority', 'Minority', 'Majority', 'Minority', 'Minority']",41073,J.A.C.E.,Just Another Confused Elephant,Menelaos Karamaghiolis,2011,0.95,7017,tt2075223,6.6,448
649,07-109-F,2007,Der Grosse Kater,L'homme-chat,The Big Cat,2007-10-17,Fiction,,Supported,Eligible,0,0,4634762.0,,['Wolfgang Panzer'],649,"[3096907.0, 1537855.0]","[17667, 17668]","['CH ', 'DE ']","['Switzerland', 'Germany']","[0.66819, 0.33181]","[1, 2]","['Majority', 'Minority']",35828,Der große Kater,Der große Kater,Wolfgang Panzer,2010,0.95,63645,tt1285306,5.8,233
650,07-110-F,2007,Papa raconte,Papa raconte,"Tell us a story, Dad",2007-10-17,Animation,,Rejected,Eligible,1,0,2746508.0,,['Jean-Christophe Roger'],650,"[2095085.0, 651423.0]","[11924, 17644]","['FR ', 'LU ']","['France', 'Luxembourg']","[0.76282, 0.23718]","[1, 2]","['Majority', 'Minority']",35439,Allez raconte!,Allez raconte!,Jean-Christophe Roger,2010,0.95,62838,tt1706670,6.2,60
651,07-111-F,2007,Turneja,,The Tour,,Fiction,,Inelegible,Ineligible,0,0,1941530.0,,['Goran Markovic'],651,"[291230.0, 1067841.0, 582459.0]","[15956, 17670, 17671]","['SI ', 'RS ', 'BA ']","['Slovenia', 'Serbia', 'Bosnia-Herzegovina']","[0.15, 0.55, 0.3]","[3, 1, 2]","['Minority', 'Majority', 'Minority']",33681,Turneja,The Tour,Goran Markovic,2008,1.0,6664,tt0996982,7.2,3234
654,07-114-F,2007,Lourdes,,,2007-10-17,Fiction,,Inelegible,Withdrawal Producer,0,0,2996728.0,,['Jessica Hausner'],654,"[1566568.0, 806677.0, 623483.0]","[69, 12463, 14256]","['AT ', 'FR ', 'DE ']","['Austria', 'France', 'Germany']","[0.52276, 0.26919, 0.20805]","[1, 2, 3]","['Majority', 'Minority', 'Minority']",31756,Lourdes,Lourdes,Jessica Hausner,2009,1.0,379581,tt1405809,6.9,3755
655,07-115-F,2007,Appelsinpiken,,The orange girl,2007-10-17,Fiction,,Supported,Eligible,0,0,3851020.0,,['Eva Dahr'],655,"[1091092.0, 407972.0, 2132928.0]","[337, 16977, 17625]","['DE ', 'ES ', 'NO ']","['Germany', 'Spain', 'Norway']","[0.28333, 0.10594, 0.55386]","[3, 6, 2]","['Minority', 'Minority', 'Minority']",33467,Appelsinpiken,Orange Girl,Eva Dahr,2009,0.95,93189,tt1296150,5.9,619
656,07-116-F,2007,Three Monkeys/Uc Maymun,,Three Monkeys - ex Hayaller,2007-10-17,Fiction,,Supported,Eligible,0,0,1796709.0,,['Nuri Bilge Ceylan'],656,"[449177.0, 1167861.0, 179671.0]","[280, 17699, 17700]","['FR ', 'TR ', 'IT ']","['France', 'Türkiye', 'Italy']","[0.25, 0.65, 0.1]","[2, 1, 3]","['Minority', 'Majority', 'Minority']",30649,Üç maymun,Three Monkeys,Nuri Bilge Ceylan,2008,0.95,263496,tt1233381,7.3,23097
657,07-117-F,2007,Les Bureaux de Dieu,,,2007-10-17,Fiction,,Inelegible,Withdrawal Secretariat,0,0,2074560.0,,['Claire Simon'],657,"[1659520.0, 415040.0]","[188, 12525]","['FR ', 'BE ']","['France', 'Belgium']","[0.79994, 0.20006]","[1, 2]","['Majority', 'Minority']",30180,Les Bureaux de Dieu,Les Bureaux de Dieu,Claire Simon,2008,1.0,119651,tt1182257,6.2,275
658,07-118-F,2007,Slovenka,,,,Fiction,,Inelegible,Withdrawal Producer,0,0,2298668.0,,['Damjan Kozole'],658,"[1702297.0, 596371.0]","[11910, 16681]","['SI ', 'DE ']","['Slovenia', 'Germany']","[0.74056, 0.25944]","[1, 2]","['Majority', 'Minority']",33660,Slovenka,Slovenka,Damjan Kozole,2009,1.0,29672,tt1224373,6.2,3351
659,07-119-F,2007,Snow,Premières neiges,,2007-10-17,Fiction,,Supported,Eligible,1,0,1103846.0,,['Aida Begic Zubcevic'],659,"[409330.0, 544646.0, 149870.0]","[14600, 17704, 17705]","['DE ', 'BA ', 'FR ']","['Germany', 'Bosnia-Herzegovina', 'France']","[0.37082, 0.49341, 0.13577]","[2, 1, 3]","['Minority', 'Majority', 'Minority']",30274,Snijeg,Snow,Aida Begic,2008,1.0,27837,tt1146295,7.0,1154
660,07-120-F,2007,Das Weisse Band,Le ruban blanc,The White Ribbon,2007-10-17,Fiction,,Supported,Eligible,0,0,12211617.0,,['Michael Haneke'],660,"[2918227.0, 2918227.0, 1296989.0, 5836454.0]","[191, 359, 11912, 14263]","['FR ', 'AT ', 'IT ', 'DE ']","['France', 'Austria', 'Italy', 'Germany']","[0.23897, 0.23897, 0.10621, 0.47794]","[3, 3, 5, 1]","['Minority', 'Minority', 'Minority', 'Majority']",31763,Das weiße Band,The White Ribbon,Michael Haneke,2009,1.0,2430173,tt1149362,7.8,77970
661,07-121-F,2007,A torinoi lo (The Turin Horse),Le Cheval Turine,The Turine Horse,,Fiction,,Inelegible,Withdrawal Producer,0,0,1614297.0,,['Béla Tarr'],661,"[933017.0, 328888.0, 352392.0]","[324, 356, 17723]","['HU ', 'DE ', 'FR ']","['Hungary', 'Germany', 'France']","[0.57797, 0.20373, 0.21829]","[1, 3, 2]","['Majority', 'Minority', 'Minority']",37836,A Torinói ló,The Turin Horse,"Béla Tarr, Ágnes Hranitzky",2011,0.95,67564,tt1316540,7.7,19542
662,07-122-F,2007,Gijsbreght Van Aemstel,,The Angel of Amsterdam,2007-10-17,Fiction,,Inelegible,Withdrawal Producer,0,0,7500000.0,,['Theu Boermans'],662,"[5250000.0, 1500000.0, 750000.0]","[17730, 17737, 17738]","['NL ', 'DE ', 'BE ']","['Netherlands', 'Germany', 'Belgium']","[0.7, 0.2, 0.1]","[1, 2, 3]","['Majority', 'Minority', 'Minority']",335748,Zee Van Tijd,Zee Van Tijd,Theu Boermans,2022,1.0,47693,tt9848668,7.5,1284
664,07-124-F,2007,Enter the Void,,,2007-10-17,Fiction,,Supported,Eligible,0,0,12384847.0,,['Gaspar Noé'],664,"[8669393.0, 2476969.0, 1238485.0]","[116, 14256, 17700]","['FR ', 'DE ', 'IT ']","['France', 'Germany', 'Italy']","[0.7, 0.2, 0.1]","[1, 2, 3]","['Majority', 'Minority', 'Minority']",31730,Enter the Void,Enter the Void,Gaspar Noé,2009,1.0,124123,tt1191111,7.2,88525
665,07-125-F,2007,Cztery Noce z Anna (Quatre nuits avec Anna),Quatre nuits avec Anna,,2007-10-17,Fiction,,Rejected,Eligible,0,0,2160864.0,,['Jerzy Skolimowski'],665,"[1102041.0, 1058823.0]","[16690, 17763]","['FR ', 'PL ']","['France', 'Poland']","[0.51, 0.49]","[1, 2]","['Majority', 'Minority']",30276,Cztery noce z Anna,Quatre nuits avec Anna,Jerzy Skolimowski,2008,0.95,77273,tt1225290,6.8,1916
